case_number,court_division,court_location,disposition,disposition_date,disposition_found,duration,execution,file_date,hasAttyD,hasAttyP,inhad,inhap,initiating_action,isEntityD,isEntityP,judgment,judgment_for,judgment_for_pdu,judgment_total,latest_docket_date,property_address_city,property_address_state,property_address_zip,reason
21H84SP000145,eastern,,Pending,,,,,1/20/2021,0,0,0,0,SP Summons and Complaint - Cause,0,1,,,,,1/20/2021,Mattapan,MA,02126,cause
21H84SP000146,eastern,,Pending,,,,,1/20/2021,0,0,0,0,SP Summons and Complaint - Non-payment of Rent,0,0,,,,,1/20/2021,Dorchester Center,MA,02124,non-payment
21H84SP000147,eastern,span,Pending,,,,,1/20/2021,0,0,0,0,SP Summons and Complaint - Cause,0,0,,,,,1/29/2021,Dorchester Center,MA,02124,cause
21H84SP000190,eastern,,Pending,,,,,1/18/2021,0,1,1,0,Efiled SP Summons and Complaint - Cause,0,1,,,,,1/26/2021,,,,cause
21H84SP000191,eastern,,Pending,,,,,1/18/2021,0,1,1,0,Efiled SP Summons and Complaint - Cause,0,1,,,,,1/26/2021,,,,cause
21H84SP000192,eastern,,Pending,,,,,1/18/2021,1,1,1,1,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,1/22/2021,,,,non-payment
21H84SP000193,eastern,,Pending,,,,,1/18/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,1/22/2021,,,,non-payment
21H84SP000194,eastern,,Pending,,,,,1/18/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,1/26/2021,,,,non-payment
21H84SP000195,eastern,,Pending,,,,,1/18/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,1/26/2021,,,,non-payment
21H84SP000196,eastern,,Pending,,,,,1/18/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,1/26/2021,,,,non-payment
21H84SP000197,eastern,,Pending,,,,,1/18/2021,0,1,1,0,Efiled SP Summons and Complaint - Cause,0,1,,,,,1/22/2021,,,,cause
21H84SP000198,eastern,,Pending,,,,,1/19/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,1/22/2021,,,,non-payment
21H84SP000199,eastern,,Pending,,,,,1/19/2021,0,0,0,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,1/26/2021,,,,non-payment
21H84SP000200,eastern,,Pending,,,,,1/19/2021,0,0,0,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,1/26/2021,,,,non-payment
21H84SP000201,eastern,,Pending,,,,,1/19/2021,0,0,0,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,1/26/2021,,,,non-payment
21H84SP000202,eastern,,Pending,,,,,1/19/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,1/22/2021,,,,non-payment
21H84SP000203,eastern,,Pending,,,,,1/19/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,1/26/2021,,,,non-payment
21H84SP000204,eastern,,Pending,,,,,1/19/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,1/26/2021,,,,non-payment
21H84SP000205,eastern,,Pending,,,,,1/19/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,1/26/2021,,,,non-payment
21H84SP000206,eastern,,Pending,,,,,1/19/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,1/26/2021,,,,non-payment
21H84SP000207,eastern,,Pending,,,,,1/19/2021,0,1,1,0,Efiled SP Summons and Complaint - Cause,0,1,,,,,1/22/2021,,,,cause
21H84SP000208,eastern,,Pending,,,,,1/19/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,1/22/2021,,,,non-payment
21H84SP000209,eastern,,Pending,,,,,1/19/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,1/22/2021,,,,non-payment
21H84SP000210,eastern,,Pending,,,,,1/19/2021,0,0,0,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,1/26/2021,,,,non-payment
21H84SP000211,eastern,,Pending,,,,,1/19/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,1/22/2021,,,,non-payment
21H84SP000212,eastern,,Pending,,,,,1/19/2021,0,0,0,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,0,,,,,1/22/2021,,,,non-payment
21H84SP000213,eastern,,Pending,,,,,1/20/2021,0,1,0,1,Efiled SP Summons and Complaint - Non-payment of Rent,0,0,,,,,1/25/2021,,,,non-payment
21H84SP000214,eastern,,Pending,,,,,1/20/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,1/25/2021,,,,non-payment
21H84SP000215,eastern,,Pending,,,,,1/20/2021,0,1,1,0,Efiled SP Summons and Complaint - Cause,0,1,,,,,1/25/2021,,,,cause
